UEId,Timestamp,CQI,ThroughputMbps,BLERPct
UE-CELL-SYD-01-1-2-2,2025-06-21T08:25:00Z,14.1,26.3,0.7
UE-CELL-SYD-01-1-2-2,2025-06-21T08:30:00Z,14.7,49.2,0.7
UE-CELL-SYD-01-1-2-2,2025-06-21T08:35:00Z,14.5,81.8,1.5
UE-CELL-SYD-01-1-2-2,2025-06-21T08:40:00Z,14.8,64.8,1.7
UE-CELL-SYD-01-1-2-2,2025-06-21T08:45:00Z,14.7,40.9,2.4
UE-CELL-SYD-01-1-2-2,2025-06-21T08:50:00Z,12.3,36.4,2.4
UE-CELL-SYD-01-1-2-2,2025-06-21T08:55:00Z,12.9,32.7,1.7
UE-CELL-SYD-01-1-2-2,2025-06-21T09:00:00Z,13.7,77.0,1.4
UE-CELL-SYD-01-1-2-2,2025-06-21T09:05:00Z,13.3,85.2,1.4
UE-CELL-SYD-01-1-2-2,2025-06-21T09:10:00Z,13.7,20.3,2.4
UE-CELL-SYD-01-1-2-2,2025-06-21T09:15:00Z,14.3,71.0,1.4
UE-CELL-SYD-01-1-2-2,2025-06-21T09:20:00Z,15.0,27.4,1.9
UE-CELL-SYD-01-1-2-2,2025-06-21T09:25:00Z,14.0,43.2,2.3
UE-CELL-SYD-01-1-2-2,2025-06-21T09:30:00Z,12.5,88.7,2.2
UE-CELL-SYD-01-1-2-2,2025-06-21T09:35:00Z,14.8,57.5,2.2
UE-CELL-SYD-01-1-2-2,2025-06-21T09:40:00Z,13.3,56.0,0.7
UE-CELL-SYD-01-1-2-2,2025-06-21T09:45:00Z,14.5,60.6,1.6
UE-CELL-SYD-01-1-2-2,2025-06-21T09:50:00Z,12.2,74.5,0.8
UE-CELL-SYD-01-1-2-2,2025-06-21T09:55:00Z,12.2,30.1,1.2
UE-CELL-SYD-01-1-3-1,2025-06-21T08:00:00Z,13.2,69.5,2.8
UE-CELL-SYD-01-1-3-1,2025-06-21T08:05:00Z,14.3,38.2,0.7
UE-CELL-SYD-01-1-3-1,2025-06-21T08:10:00Z,13.4,53.7,2.7
UE-CELL-SYD-01-1-3-1,2025-06-21T08:15:00Z,14.2,63.5,1.7
UE-CELL-SYD-01-1-3-1,2025-06-21T08:20:00Z,13.9,48.2,2.6
UE-CELL-SYD-01-1-3-1,2025-06-21T08:25:00Z,15.1,62.8,2.4
UE-CELL-SYD-01-1-3-1,2025-06-21T08:30:00Z,13.6,27.1,2.7
UE-CELL-SYD-01-1-3-1,2025-06-21T08:35:00Z,15.2,87.3,1.8
UE-CELL-SYD-01-1-3-1,2025-06-21T08:40:00Z,13.9,59.6,1.0
UE-CELL-SYD-01-1-3-1,2025-06-21T08:45:00Z,14.9,20.4,1.2
UE-CELL-SYD-01-1-3-1,2025-06-21T08:50:00Z,14.6,57.5,0.8
UE-CELL-SYD-01-1-3-1,2025-06-21T08:55:00Z,14.9,55.8,1.6
UE-CELL-SYD-01-1-3-1,2025-06-21T09:00:00Z,14.7,21.9,2.3
UE-CELL-SYD-01-1-3-1,2025-06-21T09:05:00Z,12.6,86.4,2.5
UE-CELL-SYD-01-1-3-1,2025-06-21T09:10:00Z,15.1,82.0,2.8
UE-CELL-SYD-01-1-3-1,2025-06-21T09:15:00Z,15.3,35.5,0.8
UE-CELL-SYD-01-1-3-1,2025-06-21T09:20:00Z,14.0,67.7,0.8
UE-CELL-SYD-01-1-3-1,2025-06-21T09:25:00Z,12.9,35.2,2.3
UE-CELL-SYD-01-1-3-1,2025-06-21T09:30:00Z,13.6,31.0,0.9
UE-CELL-SYD-01-1-3-1,2025-06-21T09:35:00Z,13.5,65.0,2.4
UE-CELL-SYD-01-1-3-1,2025-06-21T09:40:00Z,14.6,81.3,2.3
UE-CELL-SYD-01-1-3-1,2025-06-21T09:45:00Z,13.1,81.5,0.9
UE-CELL-SYD-01-1-3-1,2025-06-21T09:50:00Z,15.3,77.1,0.6
UE-CELL-SYD-01-1-3-1,2025-06-21T09:55:00Z,12.8,83.3,2.4
UE-CELL-SYD-01-1-3-2,2025-06-21T08:00:00Z,14.2,34.9,0.9
UE-CELL-SYD-01-1-3-2,2025-06-21T08:05:00Z,13.0,70.9,1.0
UE-CELL-SYD-01-1-3-2,2025-06-21T08:10:00Z,12.2,59.4,2.5
UE-CELL-SYD-01-1-3-2,2025-06-21T08:15:00Z,12.7,55.4,2.1
UE-CELL-SYD-01-1-3-2,2025-06-21T08:20:00Z,14.0,36.8,1.2
UE-CELL-SYD-01-1-3-2,2025-06-21T08:25:00Z,13.1,86.3,1.9
UE-CELL-SYD-01-1-3-2,2025-06-21T08:30:00Z,12.1,38.9,1.1
UE-CELL-SYD-01-1-3-2,2025-06-21T08:35:00Z,12.6,75.0,1.1
UE-CELL-SYD-01-1-3-2,2025-06-21T08:40:00Z,13.1,56.5,1.1
UE-CELL-SYD-01-1-3-2,2025-06-21T08:45:00Z,12.8,75.7,2.9
UE-CELL-SYD-01-1-3-2,2025-06-21T08:50:00Z,13.0,34.9,0.7
UE-CELL-SYD-01-1-3-2,2025-06-21T08:55:00Z,13.9,52.1,2.6
UE-CELL-SYD-01-1-3-2,2025-06-21T09:00:00Z,11.9,55.4,0.7
UE-CELL-SYD-01-1-3-2,2025-06-21T09:05:00Z,12.0,36.9,2.7
UE-CELL-SYD-01-1-3-2,2025-06-21T09:10:00Z,14.2,31.0,1.6
UE-CELL-SYD-01-1-3-2,2025-06-21T09:15:00Z,12.2,43.8,1.5
UE-CELL-SYD-01-1-3-2,2025-06-21T09:20:00Z,13.6,42.6,2.3
UE-CELL-SYD-01-1-3-2,2025-06-21T09:25:00Z,13.6,40.5,0.7
UE-CELL-SYD-01-1-3-2,2025-06-21T09:30:00Z,12.0,87.9,2.6
UE-CELL-SYD-01-1-3-2,2025-06-21T09:35:00Z,12.6,60.1,0.8
UE-CELL-SYD-01-1-3-2,2025-06-21T09:40:00Z,13.4,40.9,1.2
UE-CELL-SYD-01-1-3-2,2025-06-21T09:45:00Z,13.0,60.3,1.3
UE-CELL-SYD-01-1-3-2,2025-06-21T09:50:00Z,12.6,33.3,0.6
UE-CELL-SYD-01-1-3-2,2025-06-21T09:55:00Z,12.2,58.8,0.7
UE-CELL-SYD-01-2-1-1,2025-06-21T08:00:00Z,11.2,28.4,0.6
UE-CELL-SYD-01-2-1-1,2025-06-21T08:05:00Z,12.2,69.6,0.8
UE-CELL-SYD-01-2-1-1,2025-06-21T08:10:00Z,13.2,89.5,2.6
UE-CELL-SYD-01-2-1-1,2025-06-21T08:15:00Z,13.0,55.3,1.2
UE-CELL-SYD-01-2-1-1,2025-06-21T08:20:00Z,11.6,65.1,2.2
UE-CELL-SYD-01-2-1-1,2025-06-21T08:25:00Z,10.6,30.5,0.8
UE-CELL-SYD-01-2-1-1,2025-06-21T08:30:00Z,12.6,40.0,2.2
UE-CELL-SYD-01-2-1-1,2025-06-21T08:35:00Z,11.7,38.0,2.7
UE-CELL-SYD-01-2-1-1,2025-06-21T08:40:00Z,12.3,77.0,1.3
UE-CELL-SYD-01-2-1-1,2025-06-21T08:45:00Z,13.3,61.0,1.6
UE-CELL-SYD-01-2-1-1,2025-06-21T08:50:00Z,10.7,36.0,2.9
UE-CELL-SYD-01-2-1-1,2025-06-21T08:55:00Z,11.8,50.7,1.8
UE-CELL-SYD-01-2-1-1,2025-06-21T09:00:00Z,12.8,58.8,1.9
UE-CELL-SYD-01-2-1-1,2025-06-21T09:05:00Z,10.8,31.6,1.9
UE-CELL-SYD-01-2-1-1,2025-06-21T09:10:00Z,11.1,68.9,2.7
UE-CELL-SYD-01-2-1-1,2025-06-21T09:15:00Z,11.5,50.9,2.6
UE-CELL-SYD-01-2-1-1,2025-06-21T09:20:00Z,11.8,51.8,0.9
UE-CELL-SYD-01-2-1-1,2025-06-21T09:25:00Z,10.8,64.1,1.9
UE-CELL-SYD-01-2-1-1,2025-06-21T09:30:00Z,12.8,89.8,0.9
UE-CELL-SYD-01-2-1-1,2025-06-21T09:35:00Z,11.3,56.1,2.5
UE-CELL-SYD-01-2-1-1,2025-06-21T09:40:00Z,11.5,24.1,2.3
UE-CELL-SYD-01-2-1-1,2025-06-21T09:45:00Z,12.9,45.6,2.5
UE-CELL-SYD-01-2-1-1,2025-06-21T09:50:00Z,11.5,55.6,1.7
UE-CELL-SYD-01-2-1-1,2025-06-21T09:55:00Z,11.0,38.9,1.2
UE-CELL-SYD-01-2-1-2,2025-06-21T08:00:00Z,9.2,31.9,2.6
UE-CELL-SYD-01-2-1-2,2025-06-21T08:05:00Z,10.3,50.8,0.7
UE-CELL-SYD-01-2-1-2,2025-06-21T08:10:00Z,9.5,67.0,2.9
UE-CELL-SYD-01-2-1-2,2025-06-21T08:15:00Z,9.6,42.4,2.6
UE-CELL-SYD-01-2-1-2,2025-06-21T08:20:00Z,10.1,42.5,1.2
UE-CELL-SYD-01-2-1-2,2025-06-21T08:25:00Z,10.6,25.6,2.9
UE-CELL-SYD-01-2-1-2,2025-06-21T08:30:00Z,10.5,65.3,0.8
UE-CELL-SYD-01-2-1-2,2025-06-21T08:35:00Z,10.6,56.6,1.3
UE-CELL-SYD-01-2-1-2,2025-06-21T08:40:00Z,10.4,42.7,2.5
UE-CELL-SYD-01-2-1-2,2025-06-21T08:45:00Z,10.3,25.1,1.4
UE-CELL-SYD-01-2-1-2,2025-06-21T08:50:00Z,11.6,82.2,2.2
UE-CELL-SYD-01-2-1-2,2025-06-21T08:55:00Z,10.4,46.4,2.9
UE-CELL-SYD-01-2-1-2,2025-06-21T09:00:00Z,9.1,58.5,1.2
UE-CELL-SYD-01-2-1-2,2025-06-21T09:05:00Z,11.2,77.7,1.3
UE-CELL-SYD-01-2-1-2,2025-06-21T09:10:00Z,9.3,60.7,1.9
UE-CELL-SYD-01-2-1-2,2025-06-21T09:15:00Z,11.3,31.9,2.5
UE-CELL-SYD-01-2-1-2,2025-06-21T09:20:00Z,11.0,75.2,1.2
UE-CELL-SYD-01-2-1-2,2025-06-21T09:25:00Z,9.4,76.6,2.5
UE-CELL-SYD-01-2-1-2,2025-06-21T09:30:00Z,8.8,51.9,3.0
UE-CELL-SYD-01-2-1-2,2025-06-21T09:35:00Z,10.0,78.6,1.4
UE-CELL-SYD-01-2-1-2,2025-06-21T09:40:00Z,10.5,53.6,0.7
UE-CELL-SYD-01-2-1-2,2025-06-21T09:45:00Z,10.2,39.8,1.8
UE-CELL-SYD-01-2-1-2,2025-06-21T09:50:00Z,11.6,60.3,1.9
UE-CELL-SYD-01-2-1-2,2025-06-21T09:55:00Z,11.3,52.7,2.4
UE-CELL-SYD-01-2-2-1,2025-06-21T08:00:00Z,11.0,72.2,2.5
UE-CELL-SYD-01-2-2-1,2025-06-21T08:05:00Z,11.3,59.6,1.4
UE-CELL-SYD-01-2-2-1,2025-06-21T08:10:00Z,10.6,65.0,0.9
UE-CELL-SYD-01-2-2-1,2025-06-21T08:15:00Z,10.2,79.4,1.3
UE-CELL-SYD-01-2-2-1,2025-06-21T08:20:00Z,12.1,39.3,2.4
UE-CELL-SYD-01-2-2-1,2025-06-21T08:25:00Z,12.2,58.4,1.0
UE-CELL-SYD-01-2-2-1,2025-06-21T08:30:00Z,10.4,86.0,0.9
UE-CELL-SYD-01-2-2-1,2025-06-21T08:35:00Z,11.0,31.0,0.7
UE-CELL-SYD-01-2-2-1,2025-06-21T08:40:00Z,10.4,73.9,0.9
UE-CELL-SYD-01-2-2-1,2025-06-21T08:45:00Z,10.4,80.4,1.0
UE-CELL-SYD-01-2-2-1,2025-06-21T08:50:00Z,10.8,31.0,1.9
UE-CELL-SYD-01-2-2-1,2025-06-21T08:55:00Z,10.4,71.6,1.8
UE-CELL-SYD-01-2-2-1,2025-06-21T09:00:00Z,10.5,51.5,1.4
UE-CELL-SYD-01-2-2-1,2025-06-21T09:05:00Z,11.8,41.7,0.5
UE-CELL-SYD-01-2-2-1,2025-06-21T09:10:00Z,10.7,20.1,2.5
UE-CELL-SYD-01-2-2-1,2025-06-21T09:15:00Z,10.6,27.9,2.7
UE-CELL-SYD-01-2-2-1,2025-06-21T09:20:00Z,10.1,77.7,1.8
UE-CELL-SYD-01-2-2-1,2025-06-21T09:25:00Z,11.5,33.1,2.5
UE-CELL-SYD-01-2-2-1,2025-06-21T09:30:00Z,11.0,63.2,1.7
UE-CELL-SYD-01-2-2-1,2025-06-21T09:35:00Z,11.0,30.0,0.8
UE-CELL-SYD-01-2-2-1,2025-06-21T09:40:00Z,10.6,26.1,2.8
UE-CELL-SYD-01-2-2-1,2025-06-21T09:45:00Z,10.8,34.5,1.3
UE-CELL-SYD-01-2-2-1,2025-06-21T09:50:00Z,10.9,61.3,1.9
UE-CELL-SYD-01-2-2-1,2025-06-21T09:55:00Z,12.8,47.3,1.2
UE-CELL-SYD-01-2-2-2,2025-06-21T08:00:00Z,11.6,63.9,1.4
UE-CELL-SYD-01-2-2-2,2025-06-21T08:05:00Z,11.2,65.4,2.0
UE-CELL-SYD-01-2-2-2,2025-06-21T08:10:00Z,11.8,72.7,0.7
UE-CELL-SYD-01-2-2-2,2025-06-21T08:15:00Z,13.1,89.1,2.4
UE-CELL-SYD-01-2-2-2,2025-06-21T08:20:00Z,13.6,80.2,1.4
UE-CELL-SYD-01-2-2-2,2025-06-21T08:25:00Z,12.3,73.2,2.3
UE-CELL-SYD-01-2-2-2,2025-06-21T08:30:00Z,12.2,52.7,0.6
UE-CELL-SYD-01-2-2-2,2025-06-21T08:35:00Z,11.9,46.5,0.6
UE-CELL-SYD-01-2-2-2,2025-06-21T08:40:00Z,12.0,52.9,2.0
UE-CELL-SYD-01-2-2-2,2025-06-21T08:45:00Z,13.6,21.8,2.5
UE-CELL-SYD-01-2-2-2,2025-06-21T08:50:00Z,13.8,31.8,3.0
UE-CELL-SYD-01-2-2-2,2025-06-21T08:55:00Z,11.4,86.1,1.7
UE-CELL-SYD-01-2-2-2,2025-06-21T09:00:00Z,14.1,41.5,2.0
UE-CELL-SYD-01-2-2-2,2025-06-21T09:05:00Z,11.4,88.9,1.4
UE-CELL-SYD-01-2-2-2,2025-06-21T09:10:00Z,12.8,48.2,2.1
UE-CELL-SYD-01-2-2-2,2025-06-21T09:15:00Z,12.1,86.1,0.9
UE-CELL-SYD-01-2-2-2,2025-06-21T09:20:00Z,11.9,21.4,2.4
UE-CELL-SYD-01-2-2-2,2025-06-21T09:25:00Z,13.1,61.6,0.8
UE-CELL-SYD-01-2-2-2,2025-06-21T09:30:00Z,12.3,78.2,2.5
UE-CELL-SYD-01-2-2-2,2025-06-21T09:35:00Z,11.5,24.8,1.1
UE-CELL-SYD-01-2-2-2,2025-06-21T09:40:00Z,11.2,48.3,2.3
UE-CELL-SYD-01-2-2-2,2025-06-21T09:45:00Z,14.1,56.2,0.7
UE-CELL-SYD-01-2-2-2,2025-06-21T09:50:00Z,13.3,78.1,3.0
UE-CELL-SYD-01-2-2-2,2025-06-21T09:55:00Z,11.5,63.6,2.2
UE-CELL-SYD-01-2-3-1,2025-06-21T08:00:00Z,9.6,32.6,2.9
UE-CELL-SYD-01-2-3-1,2025-06-21T08:05:00Z,9.6,48.2,1.5
UE-CELL-SYD-01-2-3-1,2025-06-21T08:10:00Z,8.2,38.4,1.3
UE-CELL-SYD-01-2-3-1,2025-06-21T08:15:00Z,9.8,21.9,1.3
UE-CELL-SYD-01-2-3-1,2025-06-21T08:20:00Z,9.2,43.8,1.9
UE-CELL-SYD-01-2-3-1,2025-06-21T08:25:00Z,8.2,21.9,2.5
UE-CELL-SYD-01-2-3-1,2025-06-21T08:30:00Z,8.3,43.7,2.5
UE-CELL-SYD-01-2-3-1,2025-06-21T08:35:00Z,8.7,44.2,3.0
UE-CELL-SYD-01-2-3-1,2025-06-21T08:40:00Z,8.6,80.7,1.1
UE-CELL-SYD-01-2-3-1,2025-06-21T08:45:00Z,10.8,62.0,1.9
UE-CELL-SYD-01-2-3-1,2025-06-21T08:50:00Z,10.4,87.3,2.8
UE-CELL-SYD-01-2-3-1,2025-06-21T08:55:00Z,8.6,87.8,0.8
UE-CELL-SYD-01-2-3-1,2025-06-21T09:00:00Z,9.0,84.6,1.8
UE-CELL-SYD-01-2-3-1,2025-06-21T09:05:00Z,10.2,30.6,3.0
UE-CELL-SYD-01-2-3-1,2025-06-21T09:10:00Z,8.2,24.4,1.5
UE-CELL-SYD-01-2-3-1,2025-06-21T09:15:00Z,8.8,87.7,2.0
UE-CELL-SYD-01-2-3-1,2025-06-21T09:20:00Z,9.9,67.6,2.1
UE-CELL-SYD-01-2-3-1,2025-06-21T09:25:00Z,10.3,49.3,1.7
UE-CELL-SYD-01-2-3-1,2025-06-21T09:30:00Z,9.3,67.0,1.2
UE-CELL-SYD-01-2-3-1,2025-06-21T09:35:00Z,9.4,54.7,1.0
UE-CELL-SYD-01-2-3-1,2025-06-21T09:40:00Z,8.5,72.8,2.4
UE-CELL-SYD-01-2-3-1,2025-06-21T09:45:00Z,10.6,81.6,2.7
UE-CELL-SYD-01-2-3-1,2025-06-21T09:50:00Z,9.3,72.4,1.7
UE-CELL-SYD-01-2-3-1,2025-06-21T09:55:00Z,10.2,33.1,2.6
UE-CELL-SYD-01-2-3-2,2025-06-21T08:00:00Z,12.6,46.6,0.6
UE-CELL-SYD-01-2-3-2,2025-06-21T08:05:00Z,10.7,36.1,2.6
UE-CELL-SYD-01-2-3-2,2025-06-21T08:10:00Z,10.7,86.4,1.9
UE-CELL-SYD-01-2-3-2,2025-06-21T08:15:00Z,11.5,80.4,0.6
UE-CELL-SYD-01-2-3-2,2025-06-21T08:20:00Z,12.5,21.0,0.6
UE-CELL-SYD-01-2-3-2,2025-06-21T08:25:00Z,10.2,22.5,2.6
UE-CELL-SYD-01-2-3-2,2025-06-21T08:30:00Z,11.3,62.1,2.7
UE-CELL-SYD-01-2-3-2,2025-06-21T08:35:00Z,12.0,68.6,0.9
UE-CELL-SYD-01-2-3-2,2025-06-21T08:40:00Z,12.0,69.1,1.8
UE-CELL-SYD-01-2-3-2,2025-06-21T08:45:00Z,11.0,67.5,1.8
UE-CELL-SYD-01-2-3-2,2025-06-21T08:50:00Z,11.7,58.9,0.9
UE-CELL-SYD-01-2-3-2,2025-06-21T08:55:00Z,11.2,83.9,2.5
UE-CELL-SYD-01-2-3-2,2025-06-21T09:00:00Z,10.2,35.3,1.2
UE-CELL-SYD-01-2-3-2,2025-06-21T09:05:00Z,12.1,46.6,1.9
UE-CELL-SYD-01-2-3-2,2025-06-21T09:10:00Z,10.9,74.0,1.1
UE-CELL-SYD-01-2-3-2,2025-06-21T09:15:00Z,10.1,24.6,1.4
UE-CELL-SYD-01-2-3-2,2025-06-21T09:20:00Z,11.7,66.1,1.2
UE-CELL-SYD-01-2-3-2,2025-06-21T09:25:00Z,12.2,86.4,2.4
UE-CELL-SYD-01-2-3-2,2025-06-21T09:30:00Z,12.1,39.4,0.7
UE-CELL-SYD-01-2-3-2,2025-06-21T09:35:00Z,10.0,62.3,2.6
UE-CELL-SYD-01-2-3-2,2025-06-21T09:40:00Z,10.5,63.5,2.8
UE-CELL-SYD-01-2-3-2,2025-06-21T09:45:00Z,11.4,44.4,1.6
UE-CELL-SYD-01-2-3-2,2025-06-21T09:50:00Z,9.7,53.5,0.6
UE-CELL-SYD-01-2-3-2,2025-06-21T09:55:00Z,12.2,58.9,1.6
UE-CELL-SYD-02-1-1-1,2025-06-21T08:00:00Z,13.8,55.8,2.4
UE-CELL-SYD-02-1-1-1,2025-06-21T08:05:00Z,12.8,23.7,2.3
UE-CELL-SYD-02-1-1-1,2025-06-21T08:10:00Z,13.7,74.5,0.8
UE-CELL-SYD-02-1-1-1,2025-06-21T08:15:00Z,13.4,37.1,2.2
UE-CELL-SYD-02-1-1-1,2025-06-21T08:20:00Z,14.9,46.8,2.4
UE-CELL-SYD-02-1-1-1,2025-06-21T08:25:00Z,15.0,64.0,2.9
UE-CELL-SYD-02-1-1-1,2025-06-21T08:30:00Z,14.2,26.8,2.7
UE-CELL-SYD-02-1-1-1,2025-06-21T08:35:00Z,12.5,78.9,2.3
UE-CELL-SYD-02-1-1-1,2025-06-21T08:40:00Z,13.1,43.8,3.0
UE-CELL-SYD-02-1-1-1,2025-06-21T08:45:00Z,13.1,31.5,1.2
UE-CELL-SYD-02-1-1-1,2025-06-21T08:50:00Z,15.0,34.4,1.8
UE-CELL-SYD-02-1-1-1,2025-06-21T08:55:00Z,14.7,42.0,2.3
UE-CELL-SYD-02-1-1-1,2025-06-21T09:00:00Z,13.4,19.6,1.4
UE-CELL-SYD-02-1-1-1,2025-06-21T09:05:00Z,12.3,86.5,2.0
UE-CELL-SYD-02-1-1-1,2025-06-21T09:10:00Z,13.2,16.5,2.7
